Country Name,name,gppd_idnr,capacity_mw,latitude,longitude,Primary Fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
Myanmar,Ahlone,WRI1061349,154.2,16.78,96.131,Gas,,,,,Myanmar Electric Power Enterprise (MEPE),Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023224,,,,,,,,,,,,,,,,,,,
Myanmar,Baluchaung BHP (1),WRI1061350,28,19.57,97.316,Hydro,,,,1992,Myanmar Electric Power Enterprise (MEPE),Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1083646,,,,,,,,,,,,,,,,,,,
Myanmar,Baluchaung BHP (2),WRI1061351,168,19.56,97.359,Hydro,,,,1974,Myanmar Electric Power Enterprise (MEPE),Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1083647,,,,,,,,,,,,,,,,,,,
Myanmar,Hlawga,WRI1061352,154.2,16.98,96.125,Gas,,,,,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1109529,,,,,,,,,,,,,,,,,,,
Myanmar,KengTawn,WRI1061353,54,20.91,97.975,Hydro,,,,2008,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1063744,,,,,,,,,,,,,,,,,,,
Myanmar,Khabaung,WRI1061354,30,19.16,96.717,Hydro,,,,2008,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1065662,,,,,,,,,,,,,,,,,,,
Myanmar,Kinda,WRI1061355,56,21.81,95.589,Hydro,,,,1985,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023229,,,,,,,,,,,,,,,,,,,
Myanmar,Kun,WRI1061356,60,18.42,96.364,Hydro,,,,2011,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,,,,,,,,,,,,,,,,,,,,
Myanmar,Kyaukse,WRI1061379,102,21.6,86.213,Gas,,,,2015,Myanmar Electric Power Enterprise (MEPE),Power Mag,http://www.powermag.com/kyaukse-power-plant-kyaukse-myanmar-owneroperator-myanmar-electric-power-enterpriseapr-energy/?pagenum=1,WRI,1101354,,,,,,,,,,,,,,,,,,,
Myanmar,Kyee ON Kyee Wa,WRI1061357,74,18.9,96.221,Hydro,,,,2012,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1088942,,,,,,,,,,,,,,,,,,,
Myanmar,Kyunchaung,WRI1061358,54.3,21.03,94.418,Gas,,,,1974,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023236,,,,,,,,,,,,,,,,,,,
Myanmar,Malamyine,WRI1061380,45,16.5,97.662,Coal,,,,2017,Pacific Link Cement,Global Cement,http://www.globalcement.com/news/item/6452-mawlamyine-plant-may-not-have-proper-power-plant-permission,WRI,,,,,,,,,,,,,,,,,,,,
Myanmar,Mann,WRI1061359,36.9,21.19,94.803,Gas,,,,1978,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023239,,,,,,,,,,,,,,,,,,,
Myanmar,Mawlamyaing,WRI1061360,12,16.47,97.654,Gas,,,,1980,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023240,,,,,,,,,,,,,,,,,,,
Myanmar,Minbu I,WKS0063352,50,20.2,94.8,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,,,,,,,,,
Myanmar,Mone,WRI1061361,75,20.48,94.255,Hydro,,,,2004,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1052733,,,,,,,,,,,,,,,,,,,
Myanmar,Myanaung,WRI1061362,34.7,18.31,95.297,Gas,,,,,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,,,,,,,,,,,,,,,,,,,,
Myanmar,Ngam Tae,WRI1061382,230,16.46,97.655,Gas,,,,2017,Myanmar Lighting,Myanmar Times,https://www.mmtimes.com/business/21535-thai-firm-to-invest-in-mawlamyine-power-plant.html,WRI,,,,,,,,,,,,,,,,,,,,
Myanmar,Paunglaung,WRI1061363,280,19.78,96.333,Hydro,,,,2005,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023259,,,,,,,,,,,,,,,,,,,
Myanmar,Phyu Creek,WRI1061381,65,18.51,96.354,Hydro,,,,2017,,Mizzima,http://www.mizzima.com/development-news/upper-paunglaung-hydropower-project-opened-sittang-river-valley,WRI,,,,,,,,,,,,,,,,,,,,
Myanmar,Sedawgyi,WRI1061364,25,22.35,96.323,Hydro,,,,1989,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023261,,,,,,,,,,,,,,,,,,,
Myanmar,Shwedaung,WRI1061365,55.35,18.73,95.229,Gas,,,,1984,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023263,,,,,,,,,,,,,,,,,,,
Myanmar,Shwegyin,WRI1061366,75.2,19.68,96.291,Hydro,,,,2011,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1065663,,,,,,,,,,,,,,,,,,,
Myanmar,Shweli (1),WRI1061367,600,23.7,97.507,Hydro,,,,2008,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1058259,,,,,,,,,,,,,,,,,,,
Myanmar,Tarpein-1,WRI1061368,240,24.42,97.525,Hydro,,,,2011,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1069160,,,,,,,,,,,,,,,,,,,
Myanmar,Thakayta,WRI1061369,92,16.81,96.226,Gas,Oil,,,1990,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023266,,,,,,,,,,,,,,,,,,,
Myanmar,Thaphanseik,WRI1061370,30,23.31,95.358,Hydro,,,,2002,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1052732,,,,,,,,,,,,,,,,,,,
Myanmar,Thaton,WRI1061371,50.95,16.96,97.408,Gas,,,,,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023267,,,,,,,,,,,,,,,,,,,
Myanmar,Tigyit,WRI1061372,120,20.43,96.702,Coal,,,,2005,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,,,,,,,,,,,,,,,,,,,,
Myanmar,Yeywa,WRI1061374,790,21.67,96.473,Hydro,,,,2010,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023270,,,,,,,,,,,,,,,,,,,
Myanmar,Ye‰Ûªnew,WRI1061373,25,19.07,95.442,Hydro,,,,2007,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,,,,,,,,,,,,,,,,,,,,
Myanmar,Ywama,WRI1061375,70.3,16.9,96.089,Gas,,,,,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023271,,,,,,,,,,,,,,,,,,,
Myanmar,Zaungtu,WRI1061376,20,18.42,96.387,Hydro,,,,2000,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023273,,,,,,,,,,,,,,,,,,,
Myanmar,Zawgyi (1),WRI1061377,18,21.57,96.873,Hydro,,,,1995,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,1023274,,,,,,,,,,,,,,,,,,,
Myanmar,Zawgyi (2),WRI1061378,12,21.4,86.897,Hydro,,,,1998,,Open Development Myanmar,https://opendevelopmentmyanmar.net/dataset/?id=myanmar-power-stations&search_query=P3R5cGU9ZGF0YXNldCZ0YXhvbm9teT1hbGwmc29ydGluZz1zY29yZSZxdWVyeT1wb3dlcg==,WRI,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Berakas CCGT Power Plant Brunei,GEODB0045545,102,4.9707,114.9303,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1010103,2017,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Bukit Panggal CCGT Power Station Brunei,GEODB0045547,110,4.8282,114.7461,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1053218,2017,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Gadong 2 Power Plant Brunei Darussalam,GEODB0045543,128,4.9111,114.9103,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1011368,2017,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Lumut Cogen Power Station Brunei,GEODB0045546,246,4.6654,114.4646,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,,,,,,,,,,,,,
Cambodia,Angkor Biomass,WRI1026841,2,11.5123,104.7165,Biomass,,,,2014,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1144657688.42/view,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,Bavet,WKS0068564,10,11.075,106.06,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,,,,,,,,,
Cambodia,Bavet A,WKS0072314,3,11.0695,106.1144,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,,,,,,,,,
Cambodia,CMIP,WKS0073465,9.8,10.6347,104.5243,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,,,,,,,,,
Cambodia,Kamchay,WRI1026835,193,10.7041,104.1175,Hydro,,,,2011,,Electricité du Cambodge,http://eac.gov.kh/wp-content/uploads/2015/07/report-2014en.pdf,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,Khmer Electric Power Diesel Power Plant,WRI1026844,30,11.5238,104.873,Oil,,,,2005,Khmer Electrical Power Company Ltd.,Wartsila,http://www.wartsila.com/media/news/26-05-2004-wartsila-power-for-cambodian-ipp,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,Kirirom I,WRI1026834,12,11.2377,104.0343,Hydro,,,,2002,,Electricité du Cambodge,http://eac.gov.kh/wp-content/uploads/2015/07/report-2014en.pdf,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,Lower Russei Chrum,WRI1026838,338,11.7818,103.0854,Hydro,,,,2014,,Electricité du Cambodge,http://eac.gov.kh/wp-content/uploads/2015/07/report-2014en.pdf,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,MH Bio-Ethanol Distillery,WRI1026843,23.2,11.7594,104.8242,Waste,,,,2014,,CDM,https://cdm.unfccc.int/Projects/DB/KEMCO1329369509.41/view,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,Phnom Penh Diesel,WRI1026845,18.6,11.5904,104.9153,Oil,,,,1996,Electricité du Cambodge,Wartsila,http://www.wartsila.com/media/news/26-05-2004-wartsila-power-for-cambodian-ipp,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,Siang Phong,WRI1026842,2,11.7946,105.8926,Waste,,,,2014,Siang Phong Agriculture Development Co,CDM,https://cdm.unfccc.int/Projects/DB/SIRIM1292836347.34/view,WRI,,,,,,,,,,,,,,,,,,,,
Cambodia,Sihanoukville CEL power station,WRI1026840,100,10.7402,103.5808,Coal,,,,2014,Cambodian Energy Limited,GCPT,https://endcoal.org/global-coal-plant-tracker/,WRI,1067950,,,,,,,,,,,,,,,,,,,
Cambodia,Sihanoukville CIIDG power station,WRI1075837,405,10.7326,103.5835,Coal,,,,2015,CIIDG Erdos Hongjun Electric Power Co.,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Cambodia,Sihanoukville Diesel,WRI1026846,5,10.6124,103.6287,Oil,,,,1998,Electricité du Cambodge,Wartsila,http://www.wartsila.com/media/news/26-05-2004-wartsila-power-for-cambodian-ipp,WRI,1015180,,,,,,,,,,,,,,,,,,,
Cambodia,Stung Atai,WRI1026837,120,12.0752,103.1899,Hydro,,,,2013,,Electricité du Cambodge,http://eac.gov.kh/wp-content/uploads/2015/07/report-2014en.pdf,WRI,1069123,,,,,,,,,,,,,,,,,,,
Cambodia,Stung Tatai,WRI1026839,246,11.6346,103.2612,Hydro,,,,2014,,Electricité du Cambodge,http://eac.gov.kh/wp-content/uploads/2015/07/report-2014en.pdf,WRI,1070892,,,,,,,,,,,,,,,,,,,
Indonesia,Amamapare Port power station,WRI1075798,195,-4.8278,136.8391,Coal,,,,1998,PT Puncakjaya Power,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Ampenan,WRI1000736,56.284,-8.5667,116.0667,Oil,,,,,PLN - West Nusa Tenggara Regional Unit/NTB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026032,,,,,,,,,,,,,,,,,,,
Indonesia,Amurang power station,WRI1075799,60,1.1825,124.4806,Coal,,,,2012,PLN,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Asahan I,WRI1000737,180,2.5113,99.259,Hydro,,,,,PT Bajradaya Sentranusa (China Huadian Corporation 70% + PJB 26.5%+Nusa Konstruksi Engineering 3.5%),Indonesia Power Generation,https://repit.wordpress.com/,WRI,1076093,,,,,,,,,,,,,,,,,,,
Indonesia,Bakaru,WRI1000738,126,-3.1141,119.6042,Hydro,,,,,PLN-South&South East Sulawesi Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026035,,,,,,,,,,,,,,,,,,,
Indonesia,Balambano,WRI1000739,130,-2.5213,121.357,Hydro,,,,,PT. Inco,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1025948,,,,,,,,,,,,,,,,,,,
Indonesia,Banten Serang power station,WRI1075800,660,-5.883,106.0459,Coal,,,,2017,PT Lestari Baten Energi (LBE),GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Batu Hijau power station,WRI1075801,124,-8.9012,116.7382,Coal,,,,1999,Pt Newmont Nusa Tenggara,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Bengkok+Dago/saguling,WRI1000743,3.85,-6.6247,107.5564,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,,,,,,,,,,,,,,,
Indonesia,Besai - Way Kanan,WRI1000744,92.8,-4.9822,104.8051,Hydro,,,,,PLN-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,WRI,1026048,,,,,,,,,,,,,,,,,,,
Indonesia,Bili bili,WRI1000745,20.1,-5.2779,119.5817,Hydro,,,,,PLN,Indonesia Power Generation,https://repit.wordpress.com/,WRI,1092163,,,,,,,,,,,,,,,,,,,
Indonesia,Bitung - Menado,WRI1000746,56.62,1.4451,125.1824,Oil,,,,,PLN-Nth & Ctrl Sulawesi & Gorontalo Reg Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,,,,,,,,,,,,,,,
Indonesia,Celukan Bawang power station,WRI1075802,381,-8.1963,114.8516,Coal,,,,2015,PT General Energy Bali,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Cikalong/saguling,WRI1000747,19.2,-6.9039,107.6186,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026135,,,,,,,,,,,,,,,,,,,
Indonesia,Cikarang Babelan power station,WRI1075803,280,-6.1161,107.052,Coal,,,,2017,PT Cikarang Listrindo,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Cilacap Sumber power station,WRI1075804,1260,-7.6832,109.0964,Coal,,,,2011,Sumber Segara Primadaya,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,CirataI & II,WRI1000748,1008,-6.7004,107.3671,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,WRI,1026056,,,,,,,,,,,,,,,,,,,
Indonesia,Darajat 1,WRI1000750,55,-7.2173,107.7394,Geothermal,,,,,PLN – Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,,,,,,,,,,,,,,,
Indonesia,Darajat 2  3,WRI1000751,215,-7.2173,107.7394,Geothermal,,,,,PT. Chevron Geothermal Darajat  Ltd,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,,,,,,,,,,,,,,,
Indonesia,Dieng,WRI1000752,60,-7.2061,109.9119,Geothermal,,,,,PT. Geo Dipa Energy,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1018473,,,,,,,,,,,,,,,,,,,
Indonesia,Giringan - Pamekasan,WRI1000755,3.2,-7.7201,111.6715,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026067,,,,,,,,,,,,,,,,,,,
Indonesia,Golang - Pamekasan,WRI1000756,2.7,-8.1408,111.1317,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026068,,,,,,,,,,,,,,,,,,,
Indonesia,Gunung Malang,WRI1000758,25.536,-6.7409,106.673,Oil,,,,,PLN-East Kalimantan Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,,,,,,,,,,,,,,,
Indonesia,Gunung Salak,WRI1000759,375,-6.7416,106.648,Geothermal,,,,,PT. Chevron Geothermal Salak  Ltd,Indonesia Power Generation,https://repit.wordpress.com/,WRI,1026072,,,,,,,,,,,,,,,,,,,
Indonesia,Jatiluhur,WRI1000762,186,-6.523,107.389,Hydro,,,,,Perum Jasa Tirta II,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,,,,,,,,,,,,,,,
Indonesia,Kalteng-1 Pulang Pisau power station,WRI1075805,120,-2.8226,114.2088,Coal,,,,2015,PT PLN Persero,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Kaltim Teluk Balikpapan power station,WRI1075806,220,-1.1704,116.7887,Coal,,,,2015,PLN,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Kamojang 1  2  3,WRI1000764,140,-6.4239,107.4553,Geothermal,,,,,PLN – Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026079,,,,,,,,,,,,,,,,,,,
Indonesia,Kamojang 4,WRI1000765,60,-6.4239,107.4553,Geothermal,,,,,PT. Pertamina Geothermal Energy,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026079,,,,,,,,,,,,,,,,,,,
Indonesia,Kayu Merah - Ternate,WRI1000769,21.084,0.8,127.4,Oil,,,,,PLN - Maluku Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1093482,,,,,,,,,,,,,,,,,,,
Indonesia,Keban Agung power station,WRI1075807,270,-3.7515,103.6481,Coal,,,,2015,PT Primanaya Energi,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Kendari - Rental,WRI1000771,36.3,1.0591,120.798,Oil,,,,,PLN - Rental,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026082,,,,,,,,,,,,,,,,,,,
Indonesia,Ketapang Smelter power station,WRI1075808,80,-2.3662,110.1573,Coal,,,,2016,PT Well Harvest Winning Alumina Refinery,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Ketenger / mrica,WRI1000772,8.04,-7.5097,109.2778,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1050220,,,,,,,,,,,,,,,,,,,
Indonesia,Klambu/Mrica,WRI1000773,1.117,-7.0069,110.7964,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,,,,,,,,,,,,,,,
Indonesia,Koto Panjang Kampar,WRI1000775,114,0.2905,100.8814,Hydro,,,,,PLN,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,,,,,,,,,,,,,,,
Indonesia,Kracak/saguling,WRI1000776,18.9,-6.9039,107.6186,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026135,,,,,,,,,,,,,,,,,,,
Indonesia,Lahendong (Binary Cycle),WRI1000777,20,1.3346,124.8392,Geothermal,,,,,BPPT + Pertamina,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026087,,,,,,,,,,,,,,,,,,,
Indonesia,Lahendong IV,WRI1000778,80,1.2542,124.8225,Geothermal,,,,,PLN + Pertamina Geothermal Energy,Indonesia Power Generation,https://repit.wordpress.com/,WRI,1087858,,,,,,,,,,,,,,,,,,,
Indonesia,Lamajan/saguling,WRI1000779,19.56,-6.9039,107.6186,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026135,,,,,,,,,,,,,,,,,,,
Indonesia,Lampung Sebalang power station,WRI1075809,200,-5.5859,105.3872,Coal,,,,2015,PT PLN Persero,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
Indonesia,Larona,WRI1000780,165,-2.8194,121.5783,Hydro,,,,,PT. Inco,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1025949,,,,,,,,,,,,,,,,,,,
Indonesia,Lau Renun,WRI1000781,82,3.0824,98.065,Hydro,,,,,PLN - Pandan Sector,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026134,,,,,,,,,,,,,,,,,,,
Indonesia,Lodoyo - Brantas,WRI1000783,4.5,-8.1613,112.2173,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026092,,,,,,,,,,,,,,,,,,,
Indonesia,Maninjau III,WRI1000785,123,-0.2923,100.152,Hydro,,,,,PLN-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,1026095,,,,,,,,,,,,,,,,,,,
Indonesia,Medan Steel Mill Power Plant,WRI1075810,60,3.6676,98.6654,Coal,,,,2017,PT Gahapi Nisco Steel,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,,,,,,
